id_caso,id,negocio,notas,servicio,fecha_estado_negocio,dia,mes,ano,responsable,estado,evento,fecha_inicio_evento,dia_inicio_evento,mes_inicio_evento,ano_inicio_evento,fecha_fin_evento,estado_evento,fecha_inicio,estado_negocio,fecha_entrega_auxiliar
153671962,1718,859442364,,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-10-15 16:38:05.005431-05,15,10,2025,NATHALIA GIRLESA RESTREPO GOMEZ,AUDIENCIA,CONTANCIA DE NO REALIZACION AUDIENCIA POR INASISTENCIA,2025-12-18 13:14:45.459546-05,18,12,2025,,Finalizada,2025-10-15 13:32:55.377376,Proceso Vigente,
153681966,1718,859452410,Se expide acuerdo conciliatorio,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-18 15:58:39.774531-05,18,11,2025,GUSTAVO ADOLFO SALAZAR GARCIA,AUDIENCIA,ACUERDO CONCILIATORIO,2025-12-18 12:08:57.216722-05,18,12,2025,,Finalizada,2025-11-18 12:30:22.889445,Proceso Vigente,
153689148,1718,859459613,,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-15 17:05:07.897066-05,15,12,2025,ANDREA  ESCUDERO ALVAREZ,ESTUDIO,CITACION,2025-12-18 12:07:34.78383-05,18,12,2025,,Finalizada,2025-12-15 09:14:09.725,Proceso Vigente,
153684009,1718,859454496,PIE DE PAGINA,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-25 16:40:09.1775-05,25,11,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,PIE DE PAGINA,2025-12-18 11:57:29.027779-05,18,12,2025,2025-12-18 11:57:57.957649-05,Finalizada,2025-11-25 11:08:00.796661,Proceso Vigente,2025-12-18 11:57:57.957649-05
153684009,1718,859454496,CUMPLE REQUISITOS,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-25 16:40:09.1775-05,25,11,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,VERIFICACION CUMPLIMIENTO REQUISITOS FORMALES,2025-12-18 11:56:30.634849-05,18,12,2025,2025-12-18 11:57:02.002898-05,Finalizada,2025-11-25 11:08:00.796661,Proceso Vigente,2025-12-18 11:57:02.002898-05
153684009,1718,859454496,REGISTRO: 11786,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-25 16:40:09.1775-05,25,11,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,REGISTRO ACTA DE CONCILIACION,2025-12-18 11:54:07.907883-05,18,12,2025,2025-12-18 11:54:17.853087-05,Finalizada,2025-11-25 11:08:00.796661,Proceso Vigente,2025-12-18 11:54:17.853087-05
153686738,1718,859457190,Audiencia para el día 28 de diciembre de 2025 a las 02:00 pm,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-04 13:42:12.271196-05,4,12,2025,NATHALIA GIRLESA RESTREPO GOMEZ,ESTUDIO,CITACION,2025-12-18 11:51:00.583305-05,18,12,2025,,Finalizada,2025-12-03 08:42:29.675802,Proceso Vigente,
153689692,1718,859460147,,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-16 16:22:34.534476-05,16,12,2025,ANDREA  ESCUDERO ALVAREZ,ESTUDIO,CITACION,2025-12-18 11:44:14.208464-05,18,12,2025,,Finalizada,2025-12-16 10:04:21.473083,Proceso Vigente,
153684286,1718,859454755,REGISTRO: 37498,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-26 16:27:58.042334-05,26,11,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-18 11:35:44.919751-05,18,12,2025,2025-12-18 11:35:49.48324-05,Finalizada,2025-11-25 17:15:05.169909,Proceso Vigente,2025-12-18 11:35:49.48324-05
153683209,1718,859453650,REGISTRO: 37497,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-21 13:56:02.895199-05,21,11,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-18 11:32:19.045555-05,18,12,2025,2025-12-18 11:32:24.430498-05,Finalizada,2025-11-21 07:29:32.231199,Proceso Vigente,2025-12-18 11:32:24.430498-05
153686764,1718,859457229,Audiencia para el día 28 de enero de 2026 a las 08:00 am.,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-04 14:17:53.567518-05,4,12,2025,NATHALIA GIRLESA RESTREPO GOMEZ,ESTUDIO,CITACION,2025-12-18 11:32:08.586434-05,18,12,2025,,Finalizada,2025-12-03 09:32:09.165907,Proceso Vigente,
153688543,1718,859458988,REGISTRO: 37496,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-11 17:01:52.633145-05,11,12,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-18 11:28:16.742943-05,18,12,2025,2025-12-18 11:28:24.270077-05,Finalizada,2025-12-10 22:08:55.165872,Proceso Vigente,2025-12-18 11:28:24.270077-05
153668556,1718,859438941,REGISTRO: 37495,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-10-03 15:57:29.064445-05,3,10,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-18 11:25:55.904208-05,18,12,2025,,En Trámite,2025-10-03 13:31:39.912513,Proceso Vigente,
153679551,1718,859449990,REGISTRO: 37494,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-11 15:55:03.271807-05,11,11,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-18 11:20:44.212803-05,18,12,2025,2025-12-18 11:20:50.334862-05,Finalizada,2025-11-10 14:49:40.354672,Proceso Vigente,2025-12-18 11:20:50.334862-05
153682415,1718,859452881,REGISTRO: 37493,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-19 14:56:39.986217-05,19,11,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-18 11:17:45.659949-05,18,12,2025,2025-12-18 11:17:59.883947-05,Finalizada,2025-11-19 11:47:43.939433,Proceso Vigente,2025-12-18 11:17:59.883947-05
153679846,1718,859450256,NO ASISTE EL CONVOCADO,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-12 10:56:02.684921-05,12,11,2025,NORMA  VALLEJO LOPEZ,AUDIENCIA,ACTA NO REALIZACIÓN AUDIENCIA POR INASISTENCIA,2025-12-18 11:17:23.567002-05,18,12,2025,2025-12-18 11:17:31.925373-05,Finalizada,2025-11-11 08:53:06.933655,Proceso Vigente,2025-12-18 11:17:31.925373-05
153686255,1718,859456694,REGISTRO: 37492,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-02 17:12:03.63373-05,2,12,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-18 11:12:34.232407-05,18,12,2025,2025-12-18 11:13:00.659338-05,Finalizada,2025-12-02 06:39:18.427838,Proceso Vigente,2025-12-18 11:13:00.659338-05
153682931,1718,859453378,,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-20 14:31:49.342977-05,20,11,2025,NATHALIA GIRLESA RESTREPO GOMEZ,AUDIENCIA,ACUERDO CONCILIATORIO,2025-12-18 11:01:20.799697-05,18,12,2025,,Finalizada,2025-11-20 12:02:00.825508,Proceso Vigente,
153684286,1718,859454755,NO ACUERDO,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-26 16:27:58.042334-05,26,11,2025,MARTHA CECILIA RODRIGUEZ SANCHEZ,AUDIENCIA,NO ACUERDO CONCILIATORIO,2025-12-18 10:49:45.964223-05,18,12,2025,,Finalizada,2025-11-25 17:15:05.169909,Proceso Vigente,
153685824,1718,859456265,Se levanta acta de conciliación,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-01 14:35:03.395947-05,1,12,2025,LUISA MARIA ALARCON BETANCUR,AUDIENCIA,ACUERDO CONCILIATORIO,2025-12-18 10:25:16.320804-05,18,12,2025,,Finalizada,2025-12-01 07:57:29.113211,Proceso Vigente,
153651303,1718,859421546,"Se realiza ajuste a documento de solicitud de restitución de inmueble por incumplimiento de Conciliación, expedido por el Juzgado Veinticuatro Civil Municipal de Oralidad de Medellín",CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-10-06 14:32:18.946362-05,6,10,2025,GUSTAVO ADOLFO SALAZAR GARCIA,AUDIENCIA,RECEPCION DE DOCUMENTOS,2025-12-18 10:04:14.33148-05,18,12,2025,,Finalizada,2025-08-14 16:12:13.566476,Proceso Archivado,
153651303,1718,859421546,"Se recibe copia de auto que inadmite solicitud de restitución de inmueble por incumplimiento de Conciliación, expedido por el Juzgado Veinticuatro Civil Municipal de Oralidad de Medellín",CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-10-06 14:32:18.946362-05,6,10,2025,GUSTAVO ADOLFO SALAZAR GARCIA,AUDIENCIA,RECEPCION DE DOCUMENTOS,2025-12-18 10:02:26.349477-05,18,12,2025,,Finalizada,2025-08-14 16:12:13.566476,Proceso Archivado,
153651303,1718,859421546,Se emite respuesta a solicitud de restitución de inmueble por incumplimiento de acuerdo conciliatorio,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-10-06 14:32:18.946362-05,6,10,2025,GUSTAVO ADOLFO SALAZAR GARCIA,AUDIENCIA,RECEPCION DE DOCUMENTOS,2025-12-18 09:57:01.0288-05,18,12,2025,,Finalizada,2025-08-14 16:12:13.566476,Proceso Archivado,
153679307,1718,859449672,"No se presentan en el termino de los tres días, ninguna de las dos partes. ",CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-10 16:32:42.675131-05,10,11,2025,ANDREA  ESCUDERO ALVAREZ,AUDIENCIA,CONTANCIA DE NO REALIZACION AUDIENCIA POR INASISTENCIA,2025-12-18 09:39:01.5151-05,18,12,2025,,Finalizada,2025-11-10 09:20:42.666853,Proceso Vigente,
153667816,1718,859438158,Se recibe sustitución de poder,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-10-02 16:10:25.127557-05,2,10,2025,GUSTAVO ADOLFO SALAZAR GARCIA,AUDIENCIA,RECEPCION DE DOCUMENTOS,2025-12-18 09:25:46.971187-05,18,12,2025,,Finalizada,2025-10-02 06:50:00.543116,Proceso Vigente,
153684009,1718,859454496,ACUERDO,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-25 16:40:09.1775-05,25,11,2025,MARTHA CECILIA RODRIGUEZ SANCHEZ,AUDIENCIA,ACUERDO CONCILIATORIO,2025-12-18 09:23:41.335577-05,18,12,2025,,Finalizada,2025-11-25 11:08:00.796661,Proceso Vigente,
153679803,1718,859450205,SE PASA LA CONSTANCIA DE NO ACUERDO A LA SECRETARIA COMÚN PARA SU INSCRIPCION,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-11 16:34:07.522544-05,11,11,2025,NORMA  VALLEJO LOPEZ,REGISTRO,REMISION REGISTRO O INSCRIPCION,2025-12-18 09:11:54.652131-05,18,12,2025,2025-12-18 09:12:04.874746-05,Finalizada,2025-11-11 07:35:22.430354,Proceso Vigente,2025-12-18 09:12:04.874746-05
153679803,1718,859450205,SIN ANIMO CONCILIATORIO,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-11 16:34:07.522544-05,11,11,2025,NORMA  VALLEJO LOPEZ,AUDIENCIA,NO ACUERDO CONCILIATORIO,2025-12-18 09:11:23.370059-05,18,12,2025,2025-12-18 09:12:12.54441-05,Finalizada,2025-11-11 07:35:22.430354,Proceso Vigente,2025-12-18 09:12:12.54441-05
153667816,1718,859438158,Se expide acta de inasistencia,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-10-02 16:10:25.127557-05,2,10,2025,GUSTAVO ADOLFO SALAZAR GARCIA,AUDIENCIA,ACTA NO REALIZACIÓN AUDIENCIA POR INASISTENCIA,2025-12-18 09:08:51.640571-05,18,12,2025,,Finalizada,2025-10-02 06:50:00.543116,Proceso Vigente,
153678769,1718,859449156,NO SE PRESENTAN NINGUNA DE LAS DOS PARTES EN EL TERMINO DE LOS TRES DIAS ,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-07 15:14:20.767925-05,7,11,2025,ANDREA  ESCUDERO ALVAREZ,AUDIENCIA,CONTANCIA DE NO REALIZACION AUDIENCIA POR INASISTENCIA,2025-12-18 09:05:49.467396-05,18,12,2025,,Finalizada,2025-11-07 09:02:47.923744,Proceso Vigente,
153683209,1718,859453650,,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-21 13:56:02.895199-05,21,11,2025,NATHALIA GIRLESA RESTREPO GOMEZ,AUDIENCIA,NO ACUERDO CONCILIATORIO,2025-12-18 08:31:21.069414-05,18,12,2025,2025-12-18 08:41:00.109298-05,Finalizada,2025-11-21 07:29:32.231199,Proceso Vigente,2025-12-18 08:41:00.109298-05
153685581,1718,859456057,ACTA ESCANEADA,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-01 14:29:24.434276-05,1,12,2025,ROBERT ALEXIS BUITRAGO RIOS,AUDIENCIA,ACUERDO CONCILIATORIO,2025-12-18 07:55:03.49945-05,18,12,2025,2025-12-18 07:55:22.838542-05,Finalizada,2025-11-28 14:44:57.44919,Proceso Vigente,2025-12-18 07:55:22.838542-05
153667035,1718,859437404,ENTREGA DE PRIMERAS COPIAS AL COVOCANTE,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-11 15:44:13.963744-05,11,12,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,ENTREGA PRIMERAS COPIAS,2025-12-17 16:20:24.975681-05,17,12,2025,2025-12-17 16:21:05.000053-05,Finalizada,2025-09-30 11:27:17.8391,Proceso Archivado,2025-12-17 16:21:05.000053-05
153685546,1718,859456020,SE FIJA VIRTUAL EL 8 DE ENERO 2026 A LAS 8:30 A.M.,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-28 16:11:25.128843-05,28,11,2025,NORMA  VALLEJO LOPEZ,ESTUDIO,CITACION,2025-12-17 16:20:04.267239-05,17,12,2025,,Finalizada,2025-11-28 13:50:28.86334,Proceso Vigente,
153685546,1718,859456020,ALLEGA DECLARACION JURADA DEL REPRESENTADO MANIFESTADO VIVE EN MEDELLIN EN LA DIRECCION APORTADA,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-28 16:11:25.128843-05,28,11,2025,NORMA  VALLEJO LOPEZ,ESTUDIO,RECEPCION DE DOCUMENTOS,2025-12-17 16:19:29.891285-05,17,12,2025,,Finalizada,2025-11-28 13:50:28.86334,Proceso Vigente,
153685546,1718,859456020,"CON LA NOTIFICACION A LA ABOGADA DEL RETIRO OFICIOSO, YA QUE SU REPRESENTADO RESIDIA FUERA DE MEDELLIN, MANIFESTÓ POR WHATSAPP ACREDITAR DESPUES DEL ACCIDENTE VIVE EN MEDELLIN.ACREDITARIA CON EXTRAJUICIO",CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-28 16:11:25.128843-05,28,11,2025,NORMA  VALLEJO LOPEZ,ESTUDIO,RECEPCION DE DOCUMENTOS,2025-12-17 16:18:33.380037-05,17,12,2025,,Finalizada,2025-11-28 13:50:28.86334,Proceso Vigente,
153687994,1718,859458374,Se programa audiencia y se envía citación ,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-10 16:27:29.472338-05,10,12,2025,LUISA MARIA ALARCON BETANCUR,ESTUDIO,CITACION,2025-12-17 16:05:45.951937-05,17,12,2025,,Finalizada,2025-12-09 17:10:33.617694,Proceso Vigente,
153688732,1718,859459191,"ES PROCEDENTE SE FIJA VIRTUAL EL 19 DE DICIEMBRE DE 2025 A LAS 11:30 A.M., ",CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-11 17:06:05.640686-05,11,12,2025,NORMA  VALLEJO LOPEZ,ESTUDIO,CITACION,2025-12-17 15:24:03.143556-05,17,12,2025,2025-12-17 15:36:24.786906-05,Finalizada,2025-12-11 11:07:50.400798,Proceso Vigente,2025-12-17 15:36:24.786906-05
153686255,1718,859456694,Se realiza audiencia se declara fallida por no acuerdo entre las partes ,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-02 17:12:03.63373-05,2,12,2025,LUISA MARIA ALARCON BETANCUR,AUDIENCIA,NO ACUERDO CONCILIATORIO,2025-12-17 15:15:01.591926-05,17,12,2025,,Finalizada,2025-12-02 06:39:18.427838,Proceso Vigente,
153682322,1718,859452784,REGISTRO: 37491,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-19 14:50:23.779683-05,19,11,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-17 15:09:15.990097-05,17,12,2025,2025-12-17 15:09:21.127463-05,Finalizada,2025-11-19 09:42:42.424324,Proceso Vigente,2025-12-17 15:09:21.127463-05
153683697,1718,859454134,REGISTRO: 37490,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-24 15:15:05.537797-05,24,11,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-17 15:06:12.585827-05,17,12,2025,2025-12-17 15:06:19.414433-05,Finalizada,2025-11-24 10:06:41.852604,Proceso Vigente,2025-12-17 15:06:19.414433-05
153679379,1718,859449804,REGISTRO: 37489,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-11 15:56:37.043614-05,11,11,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-17 15:02:35.051094-05,17,12,2025,2025-12-17 15:02:45.01897-05,Finalizada,2025-11-10 10:45:10.232235,Proceso Vigente,2025-12-17 15:02:45.01897-05
153682720,1718,859453148,REGISTRO: 37488,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-20 14:27:23.003607-05,20,11,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-17 14:59:40.421257-05,17,12,2025,2025-12-17 14:59:49.004007-05,Finalizada,2025-11-20 06:06:03.999355,Proceso Vigente,2025-12-17 14:59:49.004007-05
153682415,1718,859452881,NO ACUERDO,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-19 14:56:39.986217-05,19,11,2025,MARTHA CECILIA RODRIGUEZ SANCHEZ,AUDIENCIA,NO ACUERDO CONCILIATORIO,2025-12-17 14:57:51.980923-05,17,12,2025,,Finalizada,2025-11-19 11:47:43.939433,Proceso Vigente,
153675767,1718,859446160,REGISTRO: 37487,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-10-28 16:40:04.904495-05,28,10,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-17 14:56:37.43551-05,17,12,2025,2025-12-17 14:56:44.853619-05,Finalizada,2025-10-28 09:45:28.739587,Proceso Vigente,2025-12-17 14:56:44.853619-05
153675759,1718,859446143,REGISTRO: 37486,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-10-28 16:43:00.98846-05,28,10,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,INSCRIPCION DE LA CONTRANCIA,2025-12-17 14:54:00.6916-05,17,12,2025,2025-12-17 14:54:07.087291-05,Finalizada,2025-10-28 09:28:03.684786,Proceso Vigente,2025-12-17 14:54:07.087291-05
153688543,1718,859458988,"Se comunica el retiro oficioso de la solicitud, ello en consideración a que el objeto de la solicitud es competencia de los inspectores de policía, ya que se trata de una invasión del espacio público, en esta caso pro parte del convocante.",CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-11 17:01:52.633145-05,11,12,2025,GUSTAVO ADOLFO SALAZAR GARCIA,ESTUDIO,RETIRO OFICIOSO DE LA SOLICITUD,2025-12-17 14:49:48.121445-05,17,12,2025,,Finalizada,2025-12-10 22:08:55.165872,Proceso Vigente,
153685581,1718,859456057,PIE DE PAGINA,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-01 14:29:24.434276-05,1,12,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,PIE DE PAGINA,2025-12-17 14:45:44.015607-05,17,12,2025,2025-12-17 14:46:14.496082-05,Finalizada,2025-11-28 14:44:57.44919,Proceso Vigente,2025-12-17 14:46:14.496082-05
153685581,1718,859456057,CUMPLE REQUISITOS,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-01 14:29:24.434276-05,1,12,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,VERIFICACION CUMPLIMIENTO REQUISITOS FORMALES,2025-12-17 14:44:21.510989-05,17,12,2025,,Finalizada,2025-11-28 14:44:57.44919,Proceso Vigente,
153685581,1718,859456057,REGISTRO: 11785,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-01 14:29:24.434276-05,1,12,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,REGISTRO ACTA DE CONCILIACION,2025-12-17 14:41:37.641549-05,17,12,2025,2025-12-17 14:41:42.218131-05,Finalizada,2025-11-28 14:44:57.44919,Proceso Vigente,2025-12-17 14:41:42.218131-05
153679551,1718,859449990,SE PASA A LA SECRETARIA COMUN PARA INSCRIPCION Y ARCHIVO LA CONSTANCIA DE NO ACUERDO,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-11 15:55:03.271807-05,11,11,2025,NORMA  VALLEJO LOPEZ,REGISTRO,REMISION REGISTRO O INSCRIPCION,2025-12-17 14:31:31.231785-05,17,12,2025,2025-12-17 14:31:38.169292-05,Finalizada,2025-11-10 14:49:40.354672,Proceso Vigente,2025-12-17 14:31:38.169292-05
153679551,1718,859449990,SIN ANIMO CONCILIATORIO,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-11 15:55:03.271807-05,11,11,2025,NORMA  VALLEJO LOPEZ,AUDIENCIA,NO ACUERDO CONCILIATORIO,2025-12-17 14:30:41.134586-05,17,12,2025,2025-12-17 14:51:17.768163-05,Finalizada,2025-11-10 14:49:40.354672,Proceso Vigente,2025-12-17 14:51:17.768163-05
153676393,1718,859446831,NO ASISTEN TODOS LOS CONVOCADOS,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-10-30 16:49:08.778981-05,30,10,2025,NORMA  VALLEJO LOPEZ,AUDIENCIA,ACTA NO REALIZACIÓN AUDIENCIA POR INASISTENCIA,2025-12-17 14:21:20.104976-05,17,12,2025,2025-12-17 14:21:37.613976-05,Finalizada,2025-10-30 11:52:01.544337,Proceso Vigente,2025-12-17 14:21:37.613976-05
153676393,1718,859446831,SE RECIBEN PODERES,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-10-30 16:49:08.778981-05,30,10,2025,NORMA  VALLEJO LOPEZ,ESTUDIO,RECEPCION DE DOCUMENTOS,2025-12-17 14:20:48.735227-05,17,12,2025,2025-12-17 14:21:46.594681-05,Finalizada,2025-10-30 11:52:01.544337,Proceso Vigente,2025-12-17 14:21:46.594681-05
153687681,1718,859458145,,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-09 14:46:11.130609-05,9,12,2025,NATHALIA GIRLESA RESTREPO GOMEZ,ESTUDIO,CITACION,2025-12-17 14:11:49.564238-05,17,12,2025,,Finalizada,2025-12-09 08:44:49.156557,Proceso Vigente,
153680556,1718,859451005,ENTREGA DE PRIMERAS COPIAS AL CONVOCANTE,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-12 16:11:54.895986-05,12,11,2025,DERLY MILENA CASTAÑO  FRANCO  ,REGISTRO,ENTREGA PRIMERAS COPIAS,2025-12-17 14:06:11.686109-05,17,12,2025,2025-12-17 14:06:41.959449-05,Finalizada,2025-11-12 13:58:03.02039,Proceso Vigente,2025-12-17 14:06:41.959449-05
153688836,1718,859459313,Se expide citación a Audiencia de Conciliación Virtual,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-11 17:02:58.511218-05,11,12,2025,GUSTAVO ADOLFO SALAZAR GARCIA,ESTUDIO,CITACION,2025-12-17 13:58:00.340287-05,17,12,2025,,Finalizada,2025-12-11 13:57:01.090293,Proceso Vigente,
153668556,1718,859438941,Se expide constancia de no acuerdo,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-10-03 15:57:29.064445-05,3,10,2025,GUSTAVO ADOLFO SALAZAR GARCIA,AUDIENCIA,NO ACUERDO CONCILIATORIO,2025-12-17 11:25:33.506218-05,17,12,2025,,Finalizada,2025-10-03 13:31:39.912513,Proceso Vigente,
153685581,1718,859456057,,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-01 14:29:24.434276-05,1,12,2025,NATHALIA GIRLESA RESTREPO GOMEZ,AUDIENCIA,ACUERDO CONCILIATORIO,2025-12-17 11:08:06.602727-05,17,12,2025,,Finalizada,2025-11-28 14:44:57.44919,Proceso Vigente,
153686110,1718,859456538,Se realiza acta de inasistencia por parte de la solicitante y el convocado ,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-02 17:10:20.352111-05,2,12,2025,LUISA MARIA ALARCON BETANCUR,AUDIENCIA,ACTA NO REALIZACIÓN AUDIENCIA POR INASISTENCIA,2025-12-17 10:28:05.704922-05,17,12,2025,,Finalizada,2025-12-01 15:18:19.060613,Proceso Vigente,
153683922,1718,859454387,No asiste el convocado,CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-11-25 16:39:36.862252-05,25,11,2025,MARTHA CECILIA RODRIGUEZ SANCHEZ,AUDIENCIA,ACTA NO REALIZACIÓN AUDIENCIA POR INASISTENCIA,2025-12-17 10:23:31.468867-05,17,12,2025,,Finalizada,2025-11-25 09:10:38.812877,Proceso Vigente,
153667545,1718,859437913,"2025
CAJA 77
LEGAJO  20
FOLIOS  14",CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-17 10:12:24.451402-05,17,12,2025,JEAN SEBASTIAN CASTANEDA MARIN,ARCHIVO,REMISION AL CENTRO DOCUMENTAL PARA SU ARCHIVO,2025-12-17 10:12:09.223857-05,17,12,2025,2025-12-17 10:12:20.103611-05,Finalizada,2025-10-01 11:39:50.338336,Proceso Archivado,2025-12-17 10:12:20.103611-05
153666603,1718,859436977,"2025
CAJA 77
LEGAJO  19
FOLIOS  26",CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-17 10:11:23.845406-05,17,12,2025,JEAN SEBASTIAN CASTANEDA MARIN,ARCHIVO,REMISION AL CENTRO DOCUMENTAL PARA SU ARCHIVO,2025-12-17 10:11:09.761579-05,17,12,2025,2025-12-17 10:11:19.561768-05,Finalizada,2025-09-29 13:42:11.791337,Proceso Archivado,2025-12-17 10:11:19.561768-05
153665589,1718,859435953,"2025
CAJA 77
LEGAJO  18
FOLIOS  29",CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-17 10:10:24.030772-05,17,12,2025,JEAN SEBASTIAN CASTANEDA MARIN,ARCHIVO,REMISION AL CENTRO DOCUMENTAL PARA SU ARCHIVO,2025-12-17 10:10:14.140521-05,17,12,2025,2025-12-17 10:10:20.271037-05,Finalizada,2025-09-25 14:58:08.409024,Proceso Archivado,2025-12-17 10:10:20.271037-05
153665027,1718,859435405,"2025
CAJA 77
LEGAJO  17
FOLIOS  49",CONCILIACION EXTRAJUDICIAL EN DERECHO,2025-12-17 10:08:59.235751-05,17,12,2025,JEAN SEBASTIAN CASTANEDA MARIN,ARCHIVO,REMISION AL CENTRO DOCUMENTAL PARA SU ARCHIVO,2025-12-17 10:08:46.233694-05,17,12,2025,2025-12-17 10:08:54.679527-05,Finalizada,2025-09-24 13:37:21.063633,Proceso Archivado,2025-12-17 10:08:54.679527-05
